FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Integer),Rate(Double),SingleExemp(String),MarriedExemp(String),ChildExemp(String)
Prabhaker,Schend,M,801,1000069,ANTIMONY,UT,84712,M,N,54000,7.0,0,4950,0
Gernot,Weinstein,F,302,1000199,WILMINGTON,DE,19898,M,N,42000,4.7227273,0,220,0
Yuhsi,Jeong,F,562,1000055,SAN DIEGO,CA,92114,M,N,7000,1.1607685,0,174,0
Shifu,Hebisch,F,862,1000014,JULIUSTOWN,NJ,8042,M,N,40000,1.7154167,0,2000,0
Geir,Rummel,F,856,1000029,CHERRY HILL,NJ,8002,S,Y,32500,1.5971354,1000,0,1500
Gerold,Samarapungavan,F,502,1000053,MULDRAUGH,KY,40155,S,Y,84000,6.0,20,0,20
Moira,Luks,F,973,1000018,WAYNE,NJ,7477,M,N,85000,2.4251041,0,2000,0
Angotti,Smeets,M,678,1000028,MC INTYRE,GA,31054,S,Y,99500,6.0,2700,0,3000
Gudala,Dssouli,M,570,1000013,BRODHEADSVILLE,PA,18322,S,Y,72500,3.07,0,0,0
Doug,Grnarov,F,505,1000174,ROWE,NM,87562,S,Y,97000,5.3,3300,0,3300
Cuie,Pollatschek,M,202,1000188,WASHINGTON,DC,20552,M,N,17000,6.075,0,2740,0
Yoichiro,Heylen,F,505,1000175,ALBUQUERQUE,NM,87198,M,N,54500,5.3,0,6600,0
Wujia,Squires,M,939,1000088,DORADO,PR,646,S,Y,87000,0.0,0,0,0
Manojit,Walczak,M,207,1000176,AUBURN,ME,4212,S,Y,29000,8.5,2850,0,2850
Ronny,Mindt,M,423,1000036,MOORESBURG,TN,37811,M,N,97500,0.0,0,0,0
Meg,Kamiko,F,228,1000044,ALGOMA,MS,38820,M,N,47000,5.0,0,12000,0
Sibabrata,Abayan,F,303,1000037,DENVER,CO,80234,S,Y,25500,4.63,0,0,0
Liang,America,F,402,1000113,WINNEBAGO,NE,68071,M,N,88000,6.84,0,206,0
Lefteris,Amoura,M,225,1000032,LETTSWORTH,LA,70753,S,Y,68000,6.0,4500,0,1000
Scarlet,Daum,F,406,1000198,CHESTER,MT,59522,M,N,72000,6.9,0,3800,0
Mark,Aidoud,M,662,1000041,WOODLAND,MS,39776,S,N,59500,5.0,6000,0,0
Soheil,Karloff,M,401,1000195,BRADFORD,RI,2808,S,Y,59000,0.0,0,0,0
Malcolm,Blix,M,406,1000199,LORING,MT,59537,M,N,64000,6.9,0,3800,0
Sihai,Yano,M,860,1000091,HARTFORD,CT,6144,S,Y,76500,5.0,12750,0,0
Surjatini,Marchok,M,719,1000037,ARVADA,CO,80005,M,N,77000,4.63,0,0,0
Gilles,Lampert,M,830,1000002,DALLAS,TX,75246,M,N,73000,0.0,0,0,0
Yongkyun,Buckberry,M,971,1000057,PORTLAND,OR,97209,S,Y,58500,9.0,159,0,159
Montserrat,Golichowski,F,917,1000008,WELLESLEY ISLAND,NY,13640,S,Y,75500,4.391006,0,0,1000
Mazin,Muchnick,F,971,1000058,OCEANSIDE,OR,97134,S,Y,50000,9.0,159,0,159
Nobuhisa,Bustami,F,208,1000170,ASHTON,ID,83420,M,N,99000,7.8,0,6600,0
Carolina,Abeysinghe,F,240,1000041,RIDGE,MD,20680,M,N,38500,4.75,0,4800,0
Jami,Staelin,F,941,1000006,PENSACOLA,FL,32503,S,Y,62500,0.0,0,0,0
Gregory,Kropf,M,212,1000007,MORRIS,NY,13808,M,Y,42000,4.1969514,0,0,1000
Daeshik,Lorie,M,605,1000166,PEEVER,SD,57257,S,Y,24000,0.0,0,0,0
Adri,Laubscher,M,443,1000048,PARKTON,MD,21120,M,N,20500,4.75,0,4800,0
Andrey,DeMori,F,480,1000033,BULLHEAD CITY,AZ,86439,M,N,39000,3.3195,0,4200,0
Rosalie,Earley,F,216,1000019,ALPHA,OH,45301,S,Y,21500,1.2597154,1300,0,1300
Jingling,Udding,F,860,1000092,ANSONIA,CT,6401,S,Y,92500,5.0,12750,0,0
Iwen,Armstead,M,425,1000050,LONG BEACH,WA,98631,M,N,77500,0.0,0,0,0
Thorsten,Valiente,M,319,1000037,STANTON,IA,51573,M,N,39000,6.184833,0,80,0
Franky,McSherry,F,810,1000018,WEST BLOOMFIELD,MI,48325,S,Y,20500,3.9,3100,0,3100
Wakaha,Kempkens,M,802,1000189,ROCHESTER,VT,5767,S,Y,55000,4.099376,3300,0,3300
Zoltan,Lugli,M,803,1000073,BLACKVILLE,SC,29817,S,Y,1000,2.5,3300,0,3300
Narendar,Petri,F,501,1000061,LITTLE ROCK,AR,72222,M,N,13500,3.4144855,0,40,0
Hengming,Frijda,M,907,1000181,ATQASUK,AK,99791,M,N,3000,0.0,0,0,0
Ersan,Donald,F,307,1000191,YODER,WY,82244,M,N,67000,0.0,0,0,0
Shietung,Colgate,F,919,1000028,OCRACOKE,NC,27960,S,Y,79000,7.38986,3300,0,3300
Mirsad,Veljan,F,216,1000020,WEST RUSHVILLE,OH,43163,S,Y,49000,2.1725745,1300,0,1300
Algimantas,Dostal,M,330,1000025,IRONTON,OH,45638,M,N,8000,0.81158465,0,2600,0
Burra,Perez,M,816,1000015,BRIDGETON,MO,63044,S,Y,61000,6.0,2100,0,1200
Adriana,Hagersten,F,706,1000027,DUBLIN,GA,31021,S,Y,87500,6.0,2700,0,3000
Vijay,Powell,F,815,1000024,FORSYTH,IL,62535,M,N,68500,3.0,0,4000,0
Raanan,Matzke,M,808,1000161,HONOKAA,HI,96727,M,N,80000,8.25,0,2080,0
Sita,Balsters,F,618,1000028,POLO,IL,61064,M,N,77000,3.0,0,4000,0
Ruck,Goering,F,202,1000189,WASHINGTON,DC,20081,M,N,13500,5.2875,0,2740,0
Moie,Vinter,F,769,1000059,JACKSON,MS,39250,S,Y,40000,5.0,6000,0,1500
Samiha,Ahanger,M,423,1000037,BEECH BLUFF,TN,38313,M,N,93500,0.0,0,0,0
Viiveke,Soundararajan,M,702,1000092,OVERTON,NV,89040,M,N,53000,0.0,0,0,0
Yinan,Rande,M,423,1000038,MEMPHIS,TN,38135,M,N,100000,0.0,0,0,0
Yanchun,Schimmler,F,402,1000114,LOUISVILLE,NE,68037,S,N,60500,6.84,103,0,0
Shamik,Heckmann,M,808,1000162,HONOLULU,HI,96817,S,Y,13000,3.3828945,1040,0,1040
Mostafa,Malitz,F,269,1000025,GRAND RAPIDS,MI,49550,S,Y,93500,3.9,3100,0,3100
Forrest,Delaigle,M,413,1000016,BEVERLY,MA,1915,M,N,20000,5.3,0,7150,0
Muriel,Dengi,M,702,1000093,LAS VEGAS,NV,89149,M,N,80500,0.0,0,0,0
Yuhichi,Iida,M,406,1000200,HELMVILLE,MT,59843,M,N,92500,6.9,0,3800,0
Rabi,DuMouchel,M,409,1000003,WHITEFACE,TX,79379,M,N,25500,0.0,0,0,0
Woojin,Vassalos,M,641,1000050,HIGHLANDVILLE,IA,52149,S,Y,13500,2.2481964,40,0,40
Zongming,Rehof,F,603,1000194,LOCHMERE,NH,3252,S,Y,97500,0.0,0,0,0
Luong,Gertz,M,406,1000201,MARTIN CITY,MT,59926,S,Y,7000,3.3905172,1900,0,1900
Chendong,Kambhatla,F,405,1000067,RINGWOOD,OK,73768,S,Y,78000,6.25,1000,0,1000
Hazel,Cambanis,F,228,1000045,VALLEY PARK,MS,39177,S,Y,75000,5.0,6000,0,1500
Sally,Beidas,F,863,1000010,TAMPA,FL,33605,S,Y,60000,0.0,0,0,0
Shumeet,Bal,F,423,1000039,WESTMORELAND,TN,37186,S,Y,79000,0.0,0,0,0
Carmelita,Callon,F,870,1000064,SHIRLEY,AR,72153,M,N,26000,6.4024143,0,40,0
Henrik,Thielscher,F,316,1000048,ZENDA,KS,67159,M,N,9500,3.5,0,4500,0
Hirotoshi,Piel,F,781,1000015,ACTON,MA,1720,S,Y,97500,5.3,3575,0,1000
Stuart,Kennamer,M,208,1000171,CASTLEFORD,ID,83321,S,Y,5000,2.6903439,3300,0,3300
Edith,Roehmer,M,401,1000196,EXETER,RI,2822,M,N,50500,0.0,0,0,0
Morton,Cremilleux,M,913,1000039,HIAWATHA,KS,66434,S,Y,75500,6.45,2250,0,2250
Jirel,Kopetz,F,508,1000017,WEST ROXBURY,MA,2132,S,Y,12000,5.3,3575,0,1000
Haiko,Weston,M,479,1000050,MIDLAND,AR,72945,S,Y,60000,7.0,20,0,20
Madeline,Fromentin,F,910,1000025,CHARLOTTE,NC,28223,S,Y,83000,7.4737763,3300,0,3300
Kowen,Xerokostas,M,540,1000026,LYNCHBURG,VA,24502,M,N,58500,5.75,0,1800,0
Tiko,Calvo,M,256,1000043,BIRMINGHAM,AL,35292,M,N,24500,5.0,0,3000,0
Kart,Pine,M,308,1000084,ALBION,NE,68620,S,Y,69500,6.84,103,0,103
Mitch,Pouyioutas,M,731,1000043,SEVIERVILLE,TN,37864,S,Y,2000,0.0,0,0,0
Giovanni,Vinze,F,304,1000183,CABINS,WV,26855,M,N,49000,5.73,0,4000,0
Karl,Bracho,M,505,1000176,GRANTS,NM,87020,M,N,67500,5.3,0,6600,0
Adriana,Pirk,F,563,1000043,RUDD,IA,50471,M,N,26500,4.2551093,0,80,0
Kazuaki,Flatebo,M,970,1000055,AURORA,CO,80012,M,N,84000,4.63,0,0,0
Antonella,Truscott,M,972,1000013,KILLEEN,TX,76541,S,Y,34500,0.0,0,0,0
Ludomir,Palacios,M,704,1000023,FAYETTEVILLE,NC,28311,M,N,88500,7.589161,0,6600,0
Rajeev,Moshell,M,505,1000177,MCDONALD,NM,88262,M,N,84000,5.3,0,6600,0
Kabekode,Baalen,M,228,1000046,WINONA,MS,38967,S,Y,13500,5.0,6000,0,1500
Hansruedi,Restivo,M,402,1000115,ALBION,NE,68620,M,N,48500,6.84,0,206,0
Pauline,Takkinen,F,702,1000094,ROUND MOUNTAIN,NV,89045,M,N,44000,0.0,0,0,0
Boutros,Vanderstoep,F,860,1000093,WILLIMANTIC,CT,6226,S,Y,28000,5.0,12750,0,0
Haldun,Kakuta,M,312,1000005,HEROD,IL,62947,M,N,15000,3.0,0,4000,0
Sydney,Panangaden,F,918,1000054,COMMERCE,OK,74339,S,Y,73000,6.25,1000,0,1000
Soong,Trung,F,402,1000116,ASHBY,NE,69333,S,Y,38000,6.84,103,0,103
Ilies,Kupper,F,808,1000163,WHEELER ARMY AIRFIELD,HI,96854,S,Y,12500,3.292763,1040,0,1040
Raif,Coover,F,860,1000094,PLAINFIELD,CT,6374,S,Y,91500,5.0,12750,0,0
Yugo,Aygun,F,970,1000056,ESTES PARK,CO,80517,S,Y,18000,4.63,0,0,0
Yutai,Aretz,F,401,1000197,WARWICK,RI,2886,S,Y,12000,0.0,0,0,0
Tedd,Welsch,F,775,1000067,OVERTON,NV,89040,S,Y,69000,0.0,0,0,0
Chuchang,Giarratana,M,406,1000202,SAINT IGNATIUS,MT,59865,M,N,6500,3.1362069,0,3800,0
Manlio,Dan,M,541,1000065,LOGSDEN,OR,97357,M,N,47000,9.0,0,318,0
Elwyn,Wahlde,F,857,1000024,NORWELL,MA,2061,M,N,97500,5.3,0,7150,0
Noburu,Creech,M,910,1000026,LAUREL SPRINGS,NC,28644,M,N,500,6.0,0,6600,0
Jaan,Schaeffer,M,763,1000023,VILLARD,MN,56385,M,N,39000,6.3366594,0,6600,0
Rajat,Hammainen,M,435,1000076,PARK CITY,UT,84068,M,Y,76000,7.0,0,4950,2475
Hillel,Hallam,M,808,1000164,HALEIWA,HI,96712,S,Y,98500,8.25,1040,0,1040
Joaquin,Bellone,M,412,1000032,CRALEY,PA,17312,M,N,39000,3.07,0,0,0
Qiuming,Obradovich,F,317,1000036,BUFFALO,IN,47925,S,Y,66000,3.4,1000,0,1000
Goodwin,Ohhara,F,318,1000042,LAKE CHARLES,LA,70612,S,Y,67500,6.0,4500,0,1000
Neveenta,Doucet,F,801,1000070,ANETH,UT,84510,S,Y,21500,7.0,2475,0,2475
Keld,Pole,F,505,1000178,ALBUQUERQUE,NM,87121,S,Y,40500,5.3,3300,0,3300
Vidyadhar,Stirpe,M,907,1000182,VENETIE,AK,99781,S,Y,49000,0.0,0,0,0
Stevo,Sramek,M,507,1000029,MINNEAPOLIS,MN,55470,S,Y,33500,6.0431695,3300,0,3300
Toshinori,Ponomarenko,M,509,1000039,VANCOUVER,WA,98682,S,Y,67000,0.0,0,0,0
Egidio,Sidou,F,410,1000061,WITTMAN,MD,21676,S,Y,72500,4.75,2400,0,2400
Pranava,Malaiya,F,325,1000008,EDINBURG,TX,78541,M,Y,70500,0.0,0,0,0
Teruo,Stroustrup,F,907,1000183,FORT GREELY,AK,99731,M,N,66000,0.0,0,0,0
Thuy,Cremonini,M,202,1000190,WASHINGTON,DC,20594,M,N,1000,4.5,0,2740,0
Mantis,Panagopoulos,F,484,1000008,HALIFAX,PA,17032,S,Y,3000,3.07,0,0,0
Wamberto,Pleser,M,406,1000203,WHITLASH,MT,59545,M,N,71500,6.9,0,3800,0
Hank,Schmaranz,F,907,1000184,KIVALINA,AK,99750,S,Y,43500,0.0,0,0,0
Yimeng,Bozzano,M,605,1000167,ORAL,SD,57766,S,N,83000,0.0,0,0,0
Ivy,Paleologo,M,787,1000073,TOA ALTA,PR,953,M,N,69500,0.0,0,0,0
Charalambos,Marjeta,F,262,1000038,SAINT FRANCIS,WI,53235,S,Y,36000,5.071909,700,0,400
Algimantas,Narahari,M,256,1000044,BIRMINGHAM,AL,35213,M,N,41500,5.0,0,3000,0
Filomena,Artelt,M,269,1000026,WARREN,MI,48397,S,Y,53500,3.9,3100,0,3100
Dekang,Kernebeck,M,641,1000051,VINCENT,IA,50594,S,Y,91000,8.98,40,0,40
Heino,Ballarin,M,203,1000081,WALLINGFORD,CT,6492,M,N,12000,5.0,0,24500,0
Won,Abrahao,M,641,1000052,OSSIAN,IA,52161,S,Y,1500,0.39566132,40,0,40
Youran,Englert,M,304,1000184,BRUCETON MILLS,WV,26525,M,N,60000,6.5,0,4000,0
Samphel,Popken,M,203,1000082,EAST BERLIN,CT,6023,S,Y,10000,-1.0,12750,0,0
Bakul,Doi,M,443,1000049,ISSUE,MD,20645,S,Y,6500,4.75,2400,0,2400
Francoise,Parris,F,508,1000018,ONSET,MA,2558,S,Y,16500,5.3,3575,0,1000
Jayaramaiah,Dashofy,F,208,1000172,MCCAMMON,ID,83250,M,Y,24000,7.8,0,6600,3300
Kazunori,Heimdahl,M,203,1000083,CHESHIRE,CT,6408,M,N,33500,5.0,0,24500,0
Soma,Bouquet,M,208,1000173,GRAND VIEW,ID,83624,S,Y,68500,7.8,3300,0,3300
Patrice,Yntema,M,860,1000095,BRIDGEPORT,CT,6606,S,Y,22500,5.0,12750,0,0
Seiji,Middelburg,F,207,1000177,SOUTH PARIS,ME,4281,M,N,84000,8.5,0,5700,0
Kanwar,MacRobert,M,928,1000044,CASA GRANDE,AZ,85222,M,N,56000,3.583,0,4200,0
Xiaorong,Cowie,F,708,1000012,CHICAGO,IL,60628,M,N,74000,3.0,0,4000,0
Cecylia,Weeger,M,202,1000191,WASHINGTON,DC,20052,S,Y,86500,9.0,1370,0,1370
Reetinder,Hashii,M,971,1000059,HAINES,OR,97833,M,N,17000,9.0,0,318,0
Hyongmuk,Bate,F,913,1000040,FRONTENAC,KS,66763,S,Y,91000,6.45,2250,0,2250
Hilde,Zilberstein,F,646,1000008,SLATE HILL,NY,10973,M,N,91000,4.4807925,0,0,0
Idoia,Mozdzynski,F,907,1000185,SALCHA,AK,99714,M,N,95500,0.0,0,0,0
Motomichi,Purkayastha,M,262,1000039,CUSTER,WI,54423,M,N,95000,6.097042,0,1400,0
Simukai,Klette,F,405,1000068,TATUMS,OK,73487,S,N,80500,6.25,1000,0,0
Bodo,Marathe,M,505,1000179,ALBUQUERQUE,NM,87193,M,N,22000,5.3,0,6600,0
Goopeel,Gustafsson,M,717,1000007,NEW KENSINGTON,PA,15069,S,Y,75000,3.07,0,0,0
Itaru,Miyadera,M,304,1000185,OAK HILL,WV,25901,M,N,47000,5.59,0,4000,0
Kireeti,Mittasch,F,308,1000085,MAXWELL,NE,69151,S,Y,21000,5.8632364,103,0,103
Milo,Lenisa,F,772,1000011,TAMPA,FL,33662,M,N,67000,0.0,0,0,0
Chase,Rotger,M,208,1000174,BOISE,ID,83757,M,N,19000,6.664521,0,6600,0
Naveed,Schall,F,316,1000049,SCOTT CITY,KS,67871,S,N,27500,5.958333,2250,0,0
Walling,Pinkerton,M,507,1000030,SAINT CLOUD,MN,56301,M,N,1500,5.35,0,6600,0
Kiyokazu,Staiger,F,405,1000069,WHEATLAND,OK,73097,M,N,24500,6.25,0,2000,0
Sabyasachi,Duijvestijn,M,501,1000062,PARKDALE,AR,71661,M,N,20500,5.0877256,0,40,0
Arundhati,Driscoll,F,410,1000062,KENSINGTON,MD,20895,M,N,71000,4.75,0,4800,0
Gardner,Schild,M,605,1000168,IROQUOIS,SD,57353,M,N,8000,0.0,0,0,0
Kauko,Shinomoto,M,267,1000029,SPRING MOUNT,PA,19478,M,Y,11000,3.07,0,0,0
Xiaoye,Rekhter,F,609,1000014,DEMAREST,NJ,7627,S,Y,82000,2.3777916,1000,0,1500
Stella,Kobler,F,910,1000027,WINSTON SALEM,NC,27127,M,N,71000,7.222028,0,6600,0
Leyuan,Peac,M,207,1000178,NORTH JAY,ME,4262,M,N,18500,8.5,0,5700,0
Freimut,Braccini,F,513,1000021,CLEVELAND,OH,44197,S,Y,66000,2.7368875,1300,0,1300
Zahir,Lucks,M,706,1000028,ATLANTA,GA,30329,M,N,4000,3.6,0,5400,0
Padmavathi,Abadi,M,507,1000031,SAINT PAUL,MN,55106,S,N,66000,7.7774277,3300,0,0
Sivanarayana,Stacy,M,509,1000040,NASELLE,WA,98638,M,N,99500,0.0,0,0,0
Alkiviadis,Maijers,F,301,1000038,BURKITTSVILLE,MD,21718,M,N,18500,4.75,0,4800,0
Hyun,Horvitz,F,435,1000077,FILLMORE,UT,84631,S,Y,66000,7.0,2475,0,2475
Irving,Kero,M,208,1000175,LEWISTON,ID,83501,S,Y,39000,7.8,3300,0,3300
Carla,Krevner,M,727,1000013,CYPRESS,FL,32432,S,Y,39000,0.0,0,0,0
Montserrat,Paterson,F,937,1000016,COLUMBUS,OH,43220,M,N,35500,1.7244437,0,2600,0
Isidro,Tzannes,M,740,1000015,BRILLIANT,OH,43913,S,Y,23500,1.3261051,1300,0,1300
Siddharthan,Dresler,M,701,1000153,CANNON BALL,ND,58528,M,N,30000,2.1034775,0,6600,0
Supriya,Salkin,F,606,1000038,LEXINGTON,KY,40513,M,N,7000,2.2222223,0,40,0
Changsheng,Matheis,F,901,1000028,SWEETWATER,TN,37874,S,Y,43000,0.0,0,0,0
Swaroop,Trivett,F,769,1000060,BURNSVILLE,MS,38833,M,N,27000,5.0,0,12000,0
Shigekoto,Budinsky,F,501,1000063,ELAINE,AR,72333,M,N,53000,7.0,0,40,0
Phobe,Goswami,F,402,1000117,WAHOO,NE,68066,M,N,69500,6.84,0,206,0
Marianna,Devai,F,203,1000084,NORWALK,CT,6858,M,N,46500,5.0,0,24500,0
Klemens,Malzbender,F,402,1000118,SPENCER,NE,68777,M,N,2000,2.56,0,206,0
Mang,Greif,F,504,1000035,NEW ORLEANS,LA,70130,S,Y,57000,6.0,4500,0,1000
Helfried,McDonnell,M,307,1000192,LOST SPRINGS,WY,82224,S,Y,9500,0.0,0,0,0
Galen,Vrajitoru,M,701,1000154,EPPING,ND,58843,M,N,95500,2.8627698,0,6600,0
Max,Hoffler,M,307,1000193,THERMOPOLIS,WY,82443,M,N,23000,0.0,0,0,0
Youichi,Rado,F,229,1000034,BRASELTON,GA,30517,M,N,40500,6.0,0,5400,0
Clay,Schaar,M,307,1000194,GLENROCK,WY,82637,M,N,48000,0.0,0,0,0
Jayson,Subhlok,F,603,1000195,GREENLAND,NH,3840,M,N,31500,0.0,0,0,0
Amer,Thomasset,F,503,1000067,ATHENA,OR,97813,S,N,82000,9.0,159,0,0
Anya,Komosinski,F,410,1000063,SUITLAND,MD,20752,M,N,27000,4.75,0,4800,0
Djoerd,Jahanshahi,F,603,1000196,SUNCOOK,NH,3275,M,Y,76500,0.0,0,0,0
Ruizao,Umaschi,F,781,1000016,BOSTON,MA,2128,S,Y,19500,5.3,3575,0,1000
Gaetan,Boksenbaum,F,512,1000007,HAMSHIRE,TX,77622,M,N,71000,0.0,0,0,0
Russel,Bleichenbacher,M,610,1000022,CRANESVILLE,PA,16410,S,Y,72000,3.07,0,0,0
Melvin,Cyne,F,808,1000165,KAHULUI,HI,96733,S,N,19000,4.4644737,1040,0,0
Mel,Vidya,M,302,1000200,YORKLYN,DE,19736,M,N,55500,5.643182,0,220,0
Vilas,Kirkwood,F,816,1000016,SEDALIA,MO,65301,S,Y,99000,6.0,2100,0,1200
Fayez,Danziger,F,508,1000019,BOSTON,MA,2196,M,N,84000,5.3,0,7150,0
Smaragda,Maxemchuk,M,620,1000047,ENTERPRISE,KS,67441,M,N,57000,6.45,0,4500,0
Lubor,Rayside,M,857,1000025,WEYMOUTH,MA,2188,S,Y,94500,5.3,3575,0,1000
Kieran,Kamijo,F,802,1000190,BETHEL,VT,5032,M,N,4000,3.6,0,6600,0
Mana,Cannard,F,646,1000009,LAKE PLACID,NY,12946,S,Y,78000,4.405488,0,0,1000
Shozo,Simplot,F,757,1000026,MARIONVILLE,VA,23408,S,N,85500,5.75,900,0,0
Aravind,Ringeissen,F,270,1000036,LONDON,KY,40744,M,N,79500,6.0,0,40,0
Franklyn,Goering,F,360,1000037,EPHRATA,WA,98823,S,Y,68000,0.0,0,0,0
Shigeyuki,Mitina,M,971,1000060,DEPOE BAY,OR,97341,M,N,9000,9.0,0,318,0
Gerassimos,Fendler,F,503,1000068,DAYTON,OR,97114,S,N,88500,9.0,159,0,0
Sangyeun,Pinotti,F,907,1000186,BARROW,AK,99723,M,N,74000,0.0,0,0,0
Honghai,Boguraev,M,913,1000041,MOUNT HOPE,KS,67108,S,Y,34500,6.45,2250,0,2250
Dock,Kalefeld,F,843,1000061,GREENVILLE,SC,29615,M,N,36500,7.0,0,6600,0
Yuehong,McKinney,M,256,1000045,CHATOM,AL,36518,M,N,97000,5.0,0,3000,0
Aristidis,Ingvarson,F,540,1000027,MONTPELIER,VA,23192,M,N,50000,5.75,0,1800,0
Yuzhuo,Felcyn,M,513,1000022,BELLEFONTAINE,OH,43311,M,N,2000,0.712,0,2600,0
Nicolo,Chmielinska,M,907,1000187,BREVIG MISSION,AK,99785,M,N,94000,0.0,0,0,0
Ahsan,Brobst,F,402,1000119,KEARNEY,NE,68847,M,N,61500,6.84,0,206,0
Mohan,Rachid,F,512,1000008,SAN ANTONIO,TX,78215,S,Y,22000,0.0,0,0,0
Maytham,Provost,F,614,1000021,LAGRANGE,OH,44050,S,Y,16500,1.093741,1300,0,1300
Xiaoya,Rand,M,701,1000155,THOMPSON,ND,58278,M,N,93000,2.8337893,0,6600,0
Tedd,Calvo,F,210,1000013,HOUSTON,TX,77284,S,Y,68500,0.0,0,0,0
Prasun,Spinning,M,224,1000026,KARBERS RIDGE,IL,62955,M,Y,70500,3.0,0,4000,2000
Zhaowei,Viehstaedt,F,571,1000017,RICHMOND,VA,23291,S,Y,70500,5.75,900,0,900
Apostolos,Mattern,F,985,1000039,ASHLAND,LA,71002,M,N,33000,6.0,0,9000,0
Gomer,Grieser,F,406,1000204,FRENCHTOWN,MT,59834,S,Y,69000,6.9,1900,0,1900
Kien,Mitsui,M,505,1000180,DES MOINES,NM,88418,M,N,17500,5.3,0,6600,0
Gaofeng,Mullainathan,F,971,1000061,SILVER LAKE,OR,97638,S,Y,99500,9.0,159,0,159
Rosaria,Fasching,M,913,1000042,RUSSELL,KS,67665,S,Y,1500,3.5,2250,0,2250
Doub,Whitcomb,M,860,1000096,BERLIN,CT,6037,S,Y,52500,5.0,12750,0,0
Hucang,Khedr,M,225,1000033,BATON ROUGE,LA,70821,S,Y,56500,6.0,4500,0,1000
Sooyong,Tsotsos,F,219,1000030,FORT WAYNE,IN,46862,S,Y,27500,3.4,1000,0,1000
Pasi,Petersson,M,401,1000198,WEST GREENWICH,RI,2817,M,N,93000,0.0,0,0,0
IJsbrand,Pearce,F,702,1000095,MINA,NV,89422,M,N,55000,0.0,0,0,0
Shigetoshi,Spinrad,F,517,1000033,GRAND RAPIDS,MI,49523,M,N,40500,3.9,0,6200,0
Arthur,Hoderlein,F,603,1000197,FRANCESTOWN,NH,3043,M,N,83000,0.0,0,0,0
Mun,Rask,F,813,1000014,DUNNELLON,FL,34432,S,Y,19500,0.0,0,0,0
Ysmar,Kabra,F,717,1000008,ZULLINGER,PA,17272,S,Y,23500,3.07,0,0,0
Kawon,Butcher,M,207,1000179,PEMAQUID,ME,4558,M,N,21500,8.5,0,5700,0
Quingbo,Fioravanti,F,773,1000012,CHICAGO,IL,60613,M,N,22000,3.0,0,4000,0
Yiannakis,Tomokiyo,M,202,1000192,WASHINGTON,DC,20393,S,Y,82000,9.0,1370,0,1370
Agha,Billingsley,M,302,1000201,WILMINGTON,DE,19806,M,N,10500,2.575,0,220,0
Yoneo,Akazan,F,907,1000188,KONGIGANAK,AK,99545,S,Y,78000,0.0,0,0,0
Eliane,Hutton,F,302,1000202,WILMINGTON,DE,19891,M,N,85000,5.95,0,220,0
Laird,Banbara,M,605,1000169,SAINT ONGE,SD,57779,M,N,77000,0.0,0,0,0
Yasmin,Brookman,M,947,1000035,PALMS,MI,48465,S,Y,5000,3.9,3100,0,3100
Avra,Dekhtjar,F,810,1000019,OSSEO,MI,49266,M,Y,21500,3.9,0,6200,3100
Hongchi,Kohri,M,515,1000040,ROME,IA,52642,S,Y,32000,5.104188,40,0,40
Jonas,Crutchfield,F,616,1000007,ALMA,MI,48801,M,N,100000,3.9,0,6200,0
Komei,Harrang,F,772,1000012,MIAMI,FL,33176,S,Y,46500,0.0,0,0,0
Gianluigi,Reif,F,931,1000028,WATERTOWN,TN,37184,M,N,2000,0.0,0,0,0
Premsyl,Pascual,F,702,1000096,TONOPAH,NV,89049,M,N,31000,0.0,0,0,0
Arvin,Voorhoeve,M,479,1000051,BRYANT,AR,72022,M,N,36000,7.0,0,40,0
Shobana,Himler,M,317,1000037,ROANN,IN,46974,M,N,10500,3.4,0,2000,0
Franca,Kusakari,F,410,1000064,SHARPSBURG,MD,21782,S,Y,87500,4.75,2400,0,2400
Melvin,Cyne,F,605,1000170,TYNDALL,SD,57066,M,N,37500,0.0,0,0,0
Rayk,Weiermann,F,731,1000044,NASHVILLE,TN,37227,M,N,66000,0.0,0,0,0
Volkert,Geibel,F,571,1000018,MIDLOTHIAN,VA,23113,M,N,85000,5.75,0,1800,0
Teri,Goodwyn,M,802,1000191,CALAIS,VT,5648,S,Y,58000,4.1590624,3300,0,3300
Chaitali,Biagini,F,308,1000086,SARGENT,NE,68874,S,Y,82000,6.84,103,0,103
Jos,Plumb,F,410,1000065,BOWIE,MD,20720,M,N,50500,4.75,0,4800,0
Mechtild,Hossley,M,678,1000029,CLERMONT,GA,30527,S,Y,39000,6.0,2700,0,3000
Cristiano,Dix,M,928,1000045,TSAILE,AZ,86556,M,N,25500,3.11025,0,4200,0
Shivendra,Ciampichetti,M,208,1000176,GRANGEVILLE,ID,83530,M,N,12000,4.6774325,0,6600,0
Raimond,Calisti,F,208,1000177,FILER,ID,83328,S,Y,31000,7.8,3300,0,3300
Manjit,Melkman,F,316,1000050,WICHITA,KS,67212,S,Y,5000,3.5,2250,0,2250
Zine,Kodialam,F,859,1000035,MOUNT VERNON,KY,40456,S,Y,71500,5.8055553,20,0,20
Chongjiang,Swan,F,908,1000016,CAPE MAY,NJ,8204,S,Y,17000,1.4,1000,0,1500
